0	1	2
come	0	0	1
comfort	0	0	1
comic	0	0	1
commend	0	0	1
compass	0	0	1
compassion	0	0	1
compat	0	0	1
compens	0	0	1
compet	0	0	1
competit	0	0	1
complement	0	0	1
compliant	0	0	1
compliment	0	0	1
complimentari	0	0	1
comprehens	0	0	1
comrad	0	0	1
concili	0	0	1
conciliatori	0	0	1
concis	0	0	1
concur	0	0	1
condon	0	0	1
confid	0	0	1
confut	0	0	1
congeni	0	0	1
congratul	0	0	1
congratulatori	0	0	1
conscienti	0	0	1
consensu	0	0	1
consent	0	0	1
consid	0	0	1
consider	0	0	1
consist	0	0	1
conson	0	0	1
constanc	0	0	1
constant	0	0	1
constantli	0	0	1
consumm	0	0	1
contemporari	0	0	1
contentedli	0	0	1
conveni	0	0	1
convinc	0	0	1
convincingli	0	0	1
cool	0	0	1
cooler	0	0	1
coolest	0	0	1
coolli	0	0	1
cornerston	0	0	1
correctli	0	0	1
cost	0	0	1
courag	0	0	1
court	0	0	1
courteou	0	0	1
courteous	0	0	1
courtesi	0	0	1
courtli	0	0	1
cozi	0	0	1
crave	0	0	1
creativ	0	0	1
credenc	0	0	1
credibl	0	0	1
crucial	0	0	1
crusad	0	0	1
cure-al	0	0	1
curiou	0	0	1
curious	0	0	1
curvac	0	0	1
customari	0	0	1
cute	0	0	1
cuter	0	0	1
cutest	0	0	1
dare	0	0	1
daringli	0	0	1
darl	0	0	1
dash	0	0	1
dauntless	0	0	1
daydream	0	0	1
dazzl	0	0	1
dear	0	0	1
decent	0	0	1
decis	0	0	1
decor	0	0	1
dedic	0	0	1
deep	0	0	1
deeper	0	0	1
deepest	0	0	1
deepli	0	0	1
defend	0	0	1
defer	0	0	1
definit	0	0	1
deft	0	0	1
delect	0	0	1
delici	0	0	1
delight	0	0	1
delightfulli	0	0	1
demystifi	0	0	1
depend	0	0	1
deserv	0	0	1
deservedli	0	0	1
desir	0	0	1
destini	0	0	1
detail	0	0	1
determin	0	0	1
devot	0	0	1
devote	0	0	1
devotedli	0	0	1
dexter	0	0	1
dextrou	0	0	1
dignifi	0	0	1
digniti	0	0	1
dilig	0	0	1
direct	0	0	1
directli	0	0	1
discern	0	0	1
discreetli	0	0	1
discret	0	0	1
discrimin	0	0	1
dishi	0	0	1
distinct	0	0	1
distinguish	0	0	1
divin	0	0	1
dodg	0	0	1
dote	0	0	1
dotingli	0	0	1
doubtless	0	0	1
dramat	0	0	1
dream	0	0	1
dreamland	0	0	1
droll	0	0	1
durabl	0	0	1
duti	0	0	1
dutifulli	0	0	1
dynam	0	0	1
eager	0	0	1
eagerli	0	0	1
earnest	0	0	1
earnestli	0	0	1
easi	0	0	1
easier	0	0	1
easiest	0	0	1
easili	0	0	1
easygo	0	0	1
ebulli	0	0	1
eclect	0	0	1
ecstasi	0	0	1
ecstat	0	0	1
edifi	0	0	1
educ	0	0	1
effect	0	0	1
effervesc	0	0	1
effici	0	0	1
effortless	0	0	1
effortlessli	0	0	1
effus	0	0	1
elabor	0	0	1
elan	0	0	1
elat	0	0	1
elatedli	0	0	1
electrif	0	0	1
electrifi	0	0	1
eleg	0	0	1
elegantli	0	0	1
eloqu	0	0	1
embellish	0	0	1
embrac	0	0	1
emin	0	0	1
emotion	0	0	1
enchant	0	0	1
enchantingli	0	0	1
encourag	0	0	1
encouragingli	0	0	1
endear	0	0	1
endors	0	0	1
endur	0	0	1
energet	0	0	1
engag	0	0	1
engagingli	0	0	1
engross	0	0	1
enigmat	0	0	1
enjoy	0	0	1
ennobl	0	0	1
enrapt	0	0	1
enraptur	0	0	1
entertain	0	0	1
enthral	0	0	1
enthus	0	0	1
enthusiasm	0	0	1
enthusiast	0	0	1
entic	0	0	1
enticingli	0	0	1
entranc	0	0	1
entreat	0	0	1
entreatingli	0	0	1
enviabl	0	0	1
epic	0	0	1
epitom	0	0	1
equit	0	0	1
erot	0	0	1
erudit	0	0	1
especi	0	0	1
essenti	0	0	1
esteem	0	0	1
etern	0	0	1
ethic	0	0	1
eulog	0	0	1
euphor	0	0	1
euphoria	0	0	1
evenli	0	0	1
everlast	0	0	1
evid	0	0	1
evoc	0	0	1
exact	0	0	1
exalt	0	0	1
exaltedli	0	0	1
exaltingli	0	0	1
exce	0	0	1
exceed	0	0	1
exceedingli	0	0	1
excel	0	0	1
except	0	0	1
exception	0	0	1
excit	0	0	1
excited	0	0	1
excitedli	0	0	1
excitingli	0	0	1
exclus	0	0	1
excus	0	0	1
exemplar	0	0	1
exemplari	0	0	1
exhaust	0	0	1
exhilar	0	0	1
exhilaratingli	0	0	1
exoner	0	0	1
exot	0	0	1
expans	0	0	1
experienc	0	0	1
expert	0	0	1
expertli	0	0	1
explicit	0	0	1
explicitli	0	0	1
explos	0	0	1
express	0	0	1
exquisit	0	0	1
extens	0	0	1
extol	0	0	1
extraordinari	0	0	1
extraordinarili	0	0	1
exuber	0	0	1
exuberantli	0	0	1
exult	0	0	1
exultingli	0	0	1
fabul	0	0	1
fair	0	0	1
fairli	0	0	1
faith	0	0	1
faithfulli	0	0	1
fame	0	0	1
familiar	0	0	1
famou	0	0	1
famous	0	0	1
fanfar	0	0	1
fantasi	0	0	1
fantast	0	0	1
fascin	0	0	1
fascinatingli	0	0	1
fashion	0	0	1
favor	0	0	1
favorit	0	0	1
favour	0	0	1
fearless	0	0	1
fearlessli	0	0	1
feasibl	0	0	1
featli	0	0	1
feisti	0	0	1
felic	0	0	1
felicit	0	0	1
fervent	0	0	1
fervid	0	0	1
fervidli	0	0	1
fervor	0	0	1
festiv	0	0	1
fidel	0	0	1
fierc	0	0	1
fine	0	0	1
finer	0	0	1
finest	0	0	1
firm	0	0	1
firmer	0	0	1
firmli	0	0	1
first-class	0	0	1
first-rat	0	0	1
fit	0	0	1
fitfulli	0	0	1
fittingli	0	0	1
flatter	0	0	1
flatteringli	0	0	1
flawless	0	0	1
flawlessli	0	0	1
flexibl	0	0	1
flourish	0	0	1
fond	0	0	1
fonder	0	0	1
fondest	0	0	1
fondli	0	0	1
foolproof	0	0	1
foremost	0	0	1
foresight	0	0	1
forgav	0	0	1
forgiv	0	0	1
forgiven	0	0	1
forgivingli	0	0	1
formal	0	0	1
forthright	0	0	1
fortitud	0	0	1
fortuit	0	0	1
fortun	0	0	1
fragrant	0	0	1
frank	0	0	1
franker	0	0	1
frankli	0	0	1
fresh	0	0	1
freshli	0	0	1
friendli	0	0	1
frolic	0	0	1
function	0	0	1
fundament	0	0	1
funni	0	0	1
funnier	0	0	1
funniest	0	0	1
funnili	0	0	1
gaieti	0	0	1
gaili	0	0	1
gain	0	0	1
gainfulli	0	0	1
gallant	0	0	1
gallantli	0	0	1
galor	0	0	1
gard	0	0	1
gener	0	0	1
generos	0	0	1
geniu	0	0	1
gentl	0	0	1
genuin	0	0	1
giddi	0	0	1
gift	0	0	1
glad	0	0	1
gladden	0	0	1
gladli	0	0	1
glamor	0	0	1
glee	0	0	1
gleeful	0	0	1
gleefulli	0	0	1
glimmer	0	0	1
glisten	0	0	1
glitter	0	0	1
glori	0	0	1
glorifi	0	0	1
gloriou	0	0	1
glorious	0	0	1
glossi	0	0	1
glow	0	0	1
glowingli	0	0	1
god-given	0	0	1
godlik	0	0	1
golden	0	0	1
good	0	0	1
good-look	0	0	1
goodli	0	0	1
goodwil	0	0	1
gorgeou	0	0	1
gorgeous	0	0	1
grace	0	0	1
gracefulli	0	0	1
graciou	0	0	1
gracious	0	0	1
grand	0	0	1
grander	0	0	1
grandeur	0	0	1
gratefulli	0	0	1
gratif	0	0	1
gratifi	0	0	1
gratifyingli	0	0	1
gratitud	0	0	1
great	0	0	1
greater	0	0	1
greatest	0	0	1
greatli	0	0	1
greet	0	0	1
grin	0	0	1
grip	0	0	1
grit	0	0	1
groundbreak	0	0	1
guileless	0	0	1
guiltless	0	0	1
gumption	0	0	1
gusto	0	0	1
gutsi	0	0	1
hail	0	0	1
hair-rais	0	0	1
halcyon	0	0	1
hale	0	0	1
hallow	0	0	1
handi	0	0	1
handili	0	0	1
handsom	0	0	1
hanker	0	0	1
happi	0	0	1
happier	0	0	1
happili	0	0	1
hardi	0	0	1
hardier	0	0	1
harmless	0	0	1
harmon	0	0	1
harmoni	0	0	1
haven	0	0	1
headi	0	0	1
health	0	0	1
healthi	0	0	1
hearten	0	0	1
heartfelt	0	0	1
heartili	0	0	1
heartwarm	0	0	1
heavenli	0	0	1
help	0	0	1
helpfulli	0	0	1
herald	0	0	1
hero	0	0	1
heroic	0	0	1
heroin	0	0	1
heroiz	0	0	1
high-resolut	0	0	1
higher	0	0	1
highest	0	0	1
highlight	0	0	1
hilar	0	0	1
hilari	0	0	1
homag	0	0	1
honest	0	0	1
honesti	0	0	1
honestli	0	0	1
honor	0	0	1
hope	0	0	1
hopefulli	0	0	1
hospit	0	0	1
hot	0	0	1
hug	0	0	1
human	0	0	1
humanitarian	0	0	1
humankind	0	0	1
humil	0	0	1
humor	0	0	1
humour	0	0	1
idea	0	0	1
ideal	0	0	1
idol	0	0	1
idyl	0	0	1
illumin	0	0	1
illuminati	0	0	1
illustri	0	0	1
imagin	0	0	1
immacul	0	0	1
immens	0	0	1
impecc	0	0	1
impel	0	0	1
imperturb	0	0	1
impervi	0	0	1
import	0	0	1
importantli	0	0	1
impregn	0	0	1
impress	0	0	1
improvis	0	0	1
in	0	0	1
incis	0	0	1
inclin	0	0	1
incontest	0	0	1
incontrovert	0	0	1
incorrupt	0	0	1
incred	0	0	1
indefatig	0	0	1
independ	0	0	1
indescrib	0	0	1
indestruct	0	0	1
indispens	0	0	1
indisput	0	0	1
indomit	0	0	1
indubit	0	0	1
industri	0	0	1
inestim	0	0	1
infal	0	0	1
infecti	0	0	1
influenti	0	0	1
ingeni	0	0	1
ingenu	0	0	1
ingrati	0	0	1
ingratiatingli	0	0	1
inimit	0	0	1
innoc	0	0	1
innocu	0	0	1
innov	0	0	1
inoffens	0	0	1
inquisit	0	0	1
insight	0	0	1
insightfulli	0	0	1
insist	0	0	1
inspir	0	0	1
integr	0	0	1
intellectu	0	0	1
intellig	0	0	1
intens	0	0	1
intent	0	0	1
interest	0	0	1
interestingli	0	0	1
intim	0	0	1
intimaci	0	0	1
intox	0	0	1
intric	0	0	1
intrigu	0	0	1
intriguingli	0	0	1
intuit	0	0	1
invalu	0	0	1
invent	0	0	1
invigor	0	0	1
invinc	0	0	1
inviol	0	0	1
invit	0	0	1
involv	0	0	1
invulner	0	0	1
irrefut	0	0	1
irreproach	0	0	1
irresist	0	0	1
jaunti	0	0	1
jauntili	0	0	1
jest	0	0	1
jocund	0	0	1
joi	0	0	1
joke	0	0	1
jolli	0	0	1
jovial	0	0	1
joy	0	0	1
joyfulli	0	0	1
joyou	0	0	1
joyous	0	0	1
jubil	0	0	1
jubilantli	0	0	1
judici	0	0	1
juici	0	0	1
just	0	0	1
justif	0	0	1
justifi	0	0	1
justli	0	0	1
k	0	0	1
keenli	0	0	1
kei	0	0	1
kemp	0	0	1
kid	0	0	1
kind	0	0	1
kinder	0	0	1
kindest	0	0	1
kindli	0	0	1
kingmak	0	0	1
know	0	0	1
knowingli	0	0	1
knowledg	0	0	1
landmark	0	0	1
lark	0	0	1
last	0	0	1
laud	0	0	1
laudabl	0	0	1
lavish	0	0	1
lavishli	0	0	1
law-abid	0	0	1
learn	0	0	1
legal	0	0	1
legendari	0	0	1
legitim	0	0	1
leviti	0	0	1
liber	0	0	1
liberti	0	0	1
lifeblood	0	0	1
lifelik	0	0	1
lifetim	0	0	1
light-heart	0	0	1
lightheart	0	0	1
likabl	0	0	1
like	0	0	1
limitless	0	0	1
lionheart	0	0	1
liter	0	0	1
live	0	0	1
liveli	0	0	1
lofti	0	0	1
logic	0	0	1
longawait	0	0	1
lovabl	0	0	1
love	0	0	1
loveli	0	0	1
lover	0	0	1
loyal	0	0	1
loyalti	0	0	1
lucid	0	0	1
lucidli	0	0	1
luck	0	0	1
lucki	0	0	1
luckier	0	0	1
luckiest	0	0	1
luckili	0	0	1
lush	0	0	1
luster	0	0	1
lustrou	0	0	1
luxuri	0	0	1
lyric	0	0	1
magic	0	0	1
magnanim	0	0	1
magnific	0	0	1
mainstream	0	0	1
majest	0	0	1
majesti	0	0	1
major	0	0	1
manifest	0	0	1
manli	0	0	1
mann	0	0	1
mannerli	0	0	1
marvel	0	0	1
master	0	0	1
masterfulli	0	0	1
masteri	0	0	1
masterli	0	0	1
masterpiec	0	0	1
matchless	0	0	1
matur	0	0	1
maxim	0	0	1
meaning	0	0	1
meati	0	0	1
meek	0	0	1
mellow	0	0	1
memor	0	0	1
memori	0	0	1
merci	0	0	1
mercifulli	0	0	1
merit	0	0	1
meritori	0	0	1
merri	0	0	1
merrili	0	0	1
merriment	0	0	1
mesmer	0	0	1
mesmerizingli	0	0	1
method	0	0	1
meticul	0	0	1
might	0	0	1
mighti	0	0	1
mightili	0	0	1
mind	0	0	1
mind-blow	0	0	1
miracl	0	0	1
miracul	0	0	1
mirth	0	0	1
model	0	0	1
moder	0	0	1
modern	0	0	1
modest	0	0	1
modestli	0	0	1
mollifi	0	0	1
moment	0	0	1
monument	0	0	1
moral	0	0	1
motiv	0	0	1
move	0	0	1
music	0	0	1
mystic	0	0	1
neat	0	0	1
neatli	0	0	1
nice	0	0	1
nicer	0	0	1
nicest	0	0	1
nifti	0	0	1
nimbl	0	0	1
nobl	0	0	1
nobler	0	0	1
noblest	0	0	1
nobli	0	0	1
normal	0	0	1
notabl	0	0	1
note	0	0	1
noteworthi	0	0	1
notic	0	0	1
novel	0	0	1
nurtur	0	0	1
o	0	0	1
oasi	0	0	1
obedi	0	0	1
obei	0	0	1
oblig	0	0	1
obligingli	0	0	1
obviat	0	0	1
obviou	0	0	1
occupi	0	0	1
offbeat	0	0	1
ok	0	0	1
okai	0	0	1
once	0	0	1
open	0	0	1
openli	0	0	1
oper	0	0	1
opportun	0	0	1
optim	0	0	1
optimist	0	0	1
optimum	0	0	1
opul	0	0	1
origin	0	0	1
ornat	0	0	1
outdo	0	0	1
outlandish	0	0	1
outshin	0	0	1
outsmart	0	0	1
outstand	0	0	1
outstandingli	0	0	1
outstrip	0	0	1
outwit	0	0	1
ovat	0	0	1
overachiev	0	0	1
overjoi	0	0	1
overtur	0	0	1
pacifist	0	0	1
painless	0	0	1
painstak	0	0	1
painstakingli	0	0	1
palat	0	0	1
palati	0	0	1
palliat	0	0	1
paradis	0	0	1
paramount	0	0	1
pardon	0	0	1
passion	0	0	1
patienc	0	0	1
patient	0	0	1
patriot	0	0	1
peaceabl	0	0	1
peerless	0	0	1
penetr	0	0	1
penit	0	0	1
peppi	0	0	1
percept	0	0	1
perfect	0	0	1
perfectli	0	0	1
perki	0	0	1
persev	0	0	1
persever	0	0	1
person	0	0	1
perspicu	0	0	1
persuad	0	0	1
persuas	0	0	1
phenomen	0	0	1
philanthrop	0	0	1
picturesqu	0	0	1
pillar	0	0	1
pinnacl	0	0	1
piou	0	0	1
pithi	0	0	1
placat	0	0	1
plainspoken	0	0	1
plausibl	0	0	1
play	0	0	1
playfulli	0	0	1
pleas	0	0	1
pleasant	0	0	1
pleasantli	0	0	1
pleasingli	0	0	1
pleasur	0	0	1
pledg	0	0	1
plenti	0	0	1
plucki	0	0	1
plush	0	0	1
poetic	0	0	1
poignant	0	0	1
pois	0	0	1
polit	0	0	1
popular	0	0	1
popularli	0	0	1
posh	0	0	1
potent	0	0	1
power	0	0	1
powerfulli	0	0	1
pragmat	0	0	1
prais	0	0	1
praiseworthi	0	0	1
preach	0	0	1
precaut	0	0	1
precis	0	0	1
prefer	0	0	1
premium	0	0	1
preponder	0	0	1
present	0	0	1
prestig	0	0	1
pretti	0	0	1
prettili	0	0	1
priceless	0	0	1
pricelessli	0	0	1
prime	0	0	1
principl	0	0	1
privileg	0	0	1
prize	0	0	1
pro-American	0	0	1
pro-Beij	0	0	1
pro-Cuba	0	0	1
pro-peac	0	0	1
proactiv	0	0	1
prodigi	0	0	1
product	0	0	1
profess	0	0	1
profession	0	0	1
profici	0	0	1
profound	0	0	1
profoundli	0	0	1
profus	0	0	1
promin	0	0	1
promis	0	0	1
promot	0	0	1
prompt	0	0	1
proper	0	0	1
properli	0	0	1
propiti	0	0	1
proport	0	0	1
proportion	0	0	1
prosper	0	0	1
protector	0	0	1
proud	0	0	1
provid	0	0	1
prowess	0	0	1
prudent	0	0	1
punctual	0	0	1
pundit	0	0	1
pure	0	0	1
purer	0	0	1
purest	0	0	1
purpos	0	0	1
qu	0	0	1
quaint	0	0	1
qualifi	0	0	1
quick	0	0	1
quicken	0	0	1
quickest	0	0	1
radianc	0	0	1
radiant	0	0	1
ralli	0	0	1
rapport	0	0	1
rapt	0	0	1
raptur	0	0	1
rare	0	0	1
ravish	0	0	1
re-conquest	0	0	1
readabl	0	0	1
real	0	0	1
realist	0	0	1
reason	0	0	1
reassur	0	0	1
recept	0	0	1
recommend	0	0	1
rectif	0	0	1
rectifi	0	0	1
redeem	0	0	1
redempt	0	0	1
refin	0	0	1
refresh	0	0	1
refreshingli	0	0	1
refug	0	0	1
regal	0	0	1
regard	0	0	1
rejoic	0	0	1
rejoicingli	0	0	1
relent	0	0	1
relev	0	0	1
reliabl	0	0	1
relief	0	0	1
religi	0	0	1
relish	0	0	1
remark	0	0	1
reminisc	0	0	1
remuner	0	0	1
renaiss	0	0	1
renown	0	0	1
renownedli	0	0	1
repai	0	0	1
repent	0	0	1
reput	0	0	1
resign	1	0	0
resolut	0	0	1
resound	0	0	1
resourc	0	0	1
respect	0	0	1
respectfulli	0	0	1
respit	0	0	1
resplend	0	0	1
respons	0	0	1
revel	0	0	1
rever	0	0	1
reverenti	0	0	1
revolutionari	0	0	1
reward	0	0	1
rewardingli	0	0	1
rich	0	0	1
richer	0	0	1
richest	0	0	1
richli	0	0	1
right	0	0	1
righten	0	0	1
righteou	0	0	1
righteous	0	0	1
rightfulli	0	0	1
rightli	0	0	1
rivet	0	0	1
robust	0	0	1
romant	0	0	1
romantic	0	0	1
rosi	0	0	1
rous	0	0	1
rug	0	0	1
sacr	0	0	1
safe	0	0	1
safeguard	0	0	1
safer	0	0	1
safest	0	0	1
sagac	0	0	1
sagaci	0	0	1
sage	0	0	1
saint	0	0	1
saintli	0	0	1
salut	0	0	1
salutari	0	0	1
salvat	0	0	1
sanctifi	0	0	1
sanction	0	0	1
sanctiti	0	0	1
sanctuari	0	0	1
sane	0	0	1
saner	0	0	1
sanguin	0	0	1
saniti	0	0	1
satisfact	0	0	1
satisfactori	0	0	1
satisfactorili	0	0	1
satisfi	0	0	1
satisfiedli	0	0	1
satisfyingli	0	0	1
savvi	0	0	1
scenic	0	0	1
scrupl	0	0	1
scrupul	0	0	1
seamless	0	0	1
secur	0	0	1
seduct	0	0	1
self-assur	0	0	1
self-assuredli	0	0	1
self-confid	0	0	1
self-determin	0	0	1
self-effac	0	0	1
self-respect	0	0	1
self-satisfact	0	0	1
sensat	0	0	1
sensibl	0	0	1
sensit	0	0	1
sentiment	0	0	1
seren	0	0	1
servic	0	0	1
sexi	0	0	1
sexili	0	0	1
shape	0	0	1
sharp	0	0	1
sharper	0	0	1
sharpest	0	0	1
sharpli	0	0	1
shimmer	0	0	1
shimmeringli	0	0	1
shini	0	0	1
shrewd	0	0	1
shrewdli	0	0	1
signific	0	0	1
significantli	0	0	1
simplic	0	0	1
sincer	0	0	1
sincerest	0	0	1
singular	0	0	1
singularli	0	0	1
skill	0	0	1
skillfulli	0	0	1
sleek	0	0	1
smart	0	0	1
smarter	0	0	1
smartest	0	0	1
smartli	0	0	1
smile	0	0	1
smilingli	0	0	1
smitten	0	0	1
sociabl	0	0	1
soften	0	0	1
solac	0	0	1
solicit	0	0	1
solicitud	0	0	1
solid	0	0	1
solidar	0	0	1
solidli	0	0	1
sooth	0	0	1
soothingli	0	0	1
sophist	0	0	1
sophisticatedli	0	0	1
soundli	0	0	1
sparkl	0	0	1
special	0	0	1
spectacular	0	0	1
spectacularli	0	0	1
speedi	0	0	1
spellbind	0	0	1
spellbindingli	0	0	1
spellbound	0	0	1
spiritu	0	0	1
splendid	0	0	1
splendidli	0	0	1
splendifer	0	0	1
splendor	0	0	1
spotless	0	0	1
sprightli	0	0	1
spur	0	0	1
squar	0	0	1
stabl	0	0	1
stabli	0	0	1
stalwart	0	0	1
stalwartli	0	0	1
star	0	0	1
state	0	0	1
statuesqu	0	0	1
staunch	0	0	1
staunchli	0	0	1
steadfast	0	0	1
steadfastli	0	0	1
steadi	0	0	1
steadili	0	0	1
stellar	0	0	1
stellarli	0	0	1
sterl	0	0	1
sterlingli	0	0	1
stimul	0	0	1
stimulatingli	0	0	1
stir	0	0	1
stirringli	0	0	1
straight	0	0	1
straightforward	0	0	1
straightforwardli	0	0	1
straightli	0	0	1
streamlin	0	0	1
stride	0	0	1
strike	0	0	1
strikingli	0	0	1
strive	0	0	1
strong	0	0	1
studiou	0	0	1
studious	0	0	1
stun	0	0	1
stunningli	0	0	1
stupend	0	0	1
sturdi	0	0	1
stylish	0	0	1
stylishli	0	0	1
suav	0	0	1
sublim	0	0	1
subtl	0	0	1
success	0	0	1
successfulli	0	0	1
suitabl	0	0	1
sumptuou	0	0	1
sumptuous	0	0	1
super	0	0	1
superb	0	0	1
superbl	0	0	1
superl	0	0	1
support	0	0	1
suprem	0	0	1
supurb	0	0	1
supurbl	0	0	1
sure	0	0	1
surg	0	0	1
surmis	0	0	1
surmount	0	0	1
surpass	0	0	1
surpris	0	0	1
surprisedli	0	0	1
surprisingli	0	0	1
sweep	0	0	1
sworn	0	0	1
symmetr	0	0	1
tact	0	0	1
talent	0	0	1
tantal	0	0	1
tantalizingli	0	0	1
tasti	0	0	1
tech	0	0	1
tempt	0	0	1
temptingli	0	0	1
tenac	0	0	1
tenaci	0	0	1
tender	0	0	1
tenderli	0	0	1
terrif	0	0	1
terrifyingli	0	0	1
thank	0	0	1
thankfulli	0	0	1
thinkabl	0	0	1
thorough	0	0	1
thoroughli	0	0	1
thought	0	0	1
thoughtfulli	0	0	1
thrill	0	0	1
thrillingli	0	0	1
tidi	0	0	1
time-honor	0	0	1
tingl	0	0	1
tireless	0	0	1
tirelessli	0	0	1
titil	0	0	1
titillatingli	0	0	1
toast	0	0	1
togeth	0	0	1
togetherli	0	0	1
toler	0	0	1
tolerantli	0	0	1
top-qual	0	0	1
torrid	0	0	1
torridli	0	0	1
train	0	0	1
tranquil	0	0	1
treasur	0	0	1
tremend	0	0	1
trendi	0	0	1
trepid	0	0	1
tribut	0	0	1
tried	0	0	1
triumph	0	0	1
triumphal	0	0	1
triumphant	0	0	1
triumphantli	0	0	1
tru	0	0	1
trucul	0	0	1
true	0	0	1
true-blu	0	0	1
truer	0	0	1
truest	0	0	1
truli	0	0	1
trump	0	0	1
trumpet	0	0	1
trust	0	0	1
trusti	0	0	1
trustingli	0	0	1
trustworthi	0	0	1
truth	0	0	1
truthfulli	0	0	1
twinkli	0	0	1
typic	0	0	1
ultim	0	0	1
ultra	0	0	1
unabash	0	0	1
unabashedli	0	0	1
unafraid	0	0	1
unanim	0	0	1
unassail	0	0	1
unassum	0	0	1
unbias	0	0	1
unbosom	0	0	1
uncommon	0	0	1
uncommonli	0	0	1
uncompl	0	0	1
unconcern	0	0	1
unconvent	0	0	1
undaunt	0	0	1
underst	0	0	1
understand	0	0	1
understatedli	0	0	1
understood	0	0	1
undisput	0	0	1
undoubt	0	0	1
undoubtedli	0	0	1
unequal	0	0	1
unequivoc	0	0	1
unexpect	0	0	1
unfail	0	0	1
unfailingli	0	0	1
unfaz	0	0	1
unfett	0	0	1
unflag	0	0	1
unforgett	0	0	1
unifi	0	0	1
uniqu	0	0	1
unostentati	0	0	1
unparallel	0	0	1
unpretenti	0	0	1
unquestion	0	0	1
unselfish	0	0	1
unsung	0	0	1
unswerv	0	0	1
untir	0	0	1
