0	1	2
meilleur	0	0	1
mieux	0	0	1
pas mieux	1	0	0
pas pire	0	0	1
plus performant	0	0	1
best seller	0	0	1
mieux que prévu	0	0	1
superbe	0	0	1
irréprochable	0	0	1
bénir	0	0	1
bénédiction	0	0	1
joyeux	0	0	1
joyeuse	0	0	1
fleur	0	0	1
renforcer	0	0	1
essor	0	0	1
plein essor	0	0	1
généreux	0	0	1
neuf	0	0	1
bravo	0	0	1
essoufflement	0	0	1
couper le souffle	0	0	1
pas de souci	0	0	1
aucun souci	0	0	1
pas de problème	0	0	1
aucun problème	0	0	1
lumineux	0	0	1
brillant	0	0	1
éclat	0	0	1
brillamment	0	0	1
soutenu	0	0	1
fraternel	0	0	1
calmer	0	0	1
calm	0	0	1
capacité	0	0	1
capable	0	0	1
habilement	0	0	1
captiver	0	0	1
captivant	0	0	1
insouciant	1	0	0
accrocheur	0	0	1
célébrer	0	0	1
célébration	0	0	1
champion	0	0	1
bienfaisance	0	0	1
charme	0	0	1
charmant	0	0	1
moins cher	0	0	1
encourager	0	0	1
gaie	0	0	1
chérir	0	0	1
chéri	0	0	1
chérubin	0	0	1
chic	0	0	1
chevaleresque	0	0	1
chevalerie	0	0	1
civilité	0	0	1
civiliser	0	0	1
clarté	0	0	1
classe	0	0	1
pas classe	1	0	0
nettoyer	0	0	1
propre	0	0	1
propreté	0	0	1
proprement	0	0	1
clair	0	0	1
cohérent	0	0	1
cohérence	0	0	1
cohésif	0	0	1
coloré	0	0	1
confort	0	0	1
confortable	0	0	1
réconfortant	0	0	1
féliciter	0	0	1
louable	0	0	1
commode	0	0	1
compact	0	0	1
compassion	0	0	1
compatible	0	0	1
compliment	0	0	1
gratuit	0	0	1
concilier	0	0	1
concis	0	0	1
confiance	0	0	1
confiant	0	0	1
sympathique	0	0	1
félicitation	0	0	1
consciencieux	0	0	1
conforme	0	0	1
constructif	0	0	1
contentement	0	0	1
commodité	0	0	1
avantageusement	0	0	1
convient	0	0	1
convaincre	0	0	1
convaincant	0	0	1
cool	0	0	1
pas cool	1	0	0
coopératif	0	0	1
correct	0	0	1
correctement	0	0	1
rentable	0	0	1
courage	0	0	1
courageux	0	0	1
courtois	0	0	1
courtoisie	0	0	1
alliance	0	0	1
créateur	0	0	1
innovation	0	0	1
créatrice	0	0	1
crédibilité	0	0	1
croustillant	0	0	1
best	0	0	1
love	0	0	1
rock	0	0	1
mignon	0	0	1
mignonne	0	0	1
gentillesse	0	0	1
audacieux	1	0	0
audacieusement	1	0	0
intrépide	0	0	1
aube	0	0	1
éblouir	0	0	1
ébloui	0	0	1
éblouissant	0	0	1
pas cher	0	0	1
décence	0	0	1
décent	0	0	1
déférence	0	0	1
habile	0	0	1
délectable	0	0	1
délicatesse	0	0	1
délicat	1	0	0
délicieux	0	0	1
délicieuse	0	0	1
délice	0	0	1
ravi	0	0	1
envoûtant	0	0	1
fiable	0	0	1
mérité	0	0	1
souhaitable	0	0	1
désirant	0	0	1
désireux	0	0	1
dextérité	0	0	1
digne	0	0	1
dignité	0	0	1
diplomatique	0	0	1
diversifiée	0	0	1
divin	0	0	1
divinement	0	0	1
dote	0	0	1
dreamland	0	0	1
merveille	0	0	1
durable	0	0	1
dynamique	0	0	1
avec impatience	0	0	1
sincèrement	0	0	1
sérieux	0	0	1
pas sérieux	1	0	0
faciliter	0	0	1
assouplir	0	0	1
plus facile	0	0	1
facilité	0	0	1
facile	0	0	1
facile à utiliser	0	0	1
exubérance	0	0	1
exubérant	0	0	1
économique	0	0	1
extase	0	0	1
extatique	0	0	1
éduqués	0	0	1
efficace	0	0	1
efficacité	0	0	1
exalter	0	0	1
exalté	0	0	1
exaltation	0	0	1
élégance	0	0	1
élégant	0	0	1
élégamment	0	0	1
bien élevé	0	0	1
mal élevé	1	0	0
élite	0	0	1
éloquence	0	0	1
éloquent	0	0	1
éminence	0	0	1
éminent	0	0	1
empathie	0	0	1
enchanter	0	0	1
enchanté	0	0	1
enchanteur	0	0	1
ravir	0	0	1
encouragement	0	0	1
encourageant	0	0	1
aimer	0	0	1
attachant	0	0	1
approuvé	0	0	1
endossement	0	0	1
approuve	0	0	1
approuvant	0	0	1
énergique	0	0	1
dynamiser	0	0	1
économie d'énergie	0	0	1
engager	0	0	1
renforcé	0	0	1
amélioration	0	0	1
apprécié	0	0	1
jouissance	0	0	1
jouir	0	0	1
bénéfice	0	0	1
éclairer	0	0	1
illumination	0	0	1
suffisamment	0	0	1
enrichir	0	0	1
enrichissement	0	0	1
riche	0	0	1
divertir	0	0	1
divertissant	0	0	1
passionner	0	0	1
captivé	0	0	1
enthousiasme	0	0	1
enthousiaste	0	0	1
attiré	0	0	1
confier	0	0	1
enviable	0	0	1
envie	0	0	1
envier	0	0	1
équitable	0	0	1
ergonomique	0	0	1
éthique	0	0	1
éloge	0	0	1
euphorie	0	0	1
euphorique	0	0	1
mouvementé	0	0	1
exaltant	0	0	1
exemplaire	0	0	1
excellent	0	0	1
supérieur	0	0	1
exceller	0	0	1
excellant	0	0	1
excellence	0	0	1
exceptionnel	0	0	1
exceptionnellement	0	0	1
exciter	0	0	1
excitation	0	0	1
émoustiller	0	0	1
grisant	0	0	1
rapide	0	0	1
expert	0	0	1
exquis	0	0	1
extraordinaire	0	0	1
triomphal	0	0	1
fabuleux	0	0	1
fabuleusement	0	0	1
juste	0	0	1
assez	0	0	1
foi	0	0	1
fidèle	0	0	1
fidèlement	0	0	1
fidélité	0	0	1
renommée	0	0	1
célèbre	0	0	1
amateur	1	0	0
fantastique	0	0	1
fascinant	0	0	1
fascination	0	0	1
plus rapide	0	0	1
sans faille	0	0	1
faveur	0	0	1
favorable	0	0	1
favori	0	0	1
favoris	0	0	1
favoriser	0	0	1
faisable	0	0	1
exploit	0	0	1
riche en fonctionnalités	0	0	1
fougueux	0	0	1
heureux	0	0	1
heureuse	0	0	1
fertile	0	0	1
fervent	0	0	1
avec ferveur	0	0	1
fervente	0	0	1
ferveur	0	0	1
festif	0	0	1
festive	0	0	1
fin	0	0	1
finement	0	0	1
première classe	0	0	1
entrée de gamme	1	0	0
haute gamme	0	0	1
flatter	1	0	0
flatteur	1	0	0
flatteuse	0	0	1
impeccable	0	0	1
parfaitement	0	0	1
souplesse	0	0	1
souple	0	0	1
épanouir	0	0	1
florissant	0	0	1
penchant	0	0	1
infaillible	0	0	1
prévoyance	0	0	1
formidable	0	0	1
force	0	0	1
chance	0	0	1
heureusement	0	0	1
fortune	0	0	1
parfumé	0	0	1
libéré	0	0	1
liberté	0	0	1
fraîcheur	0	0	1
convivialité	0	0	1
amicale	0	0	1
économe	0	0	1
fructueux	0	0	1
ftw	0	0	1
gaieté	0	0	1
gaiement	0	0	1
gagner	0	0	1
rémunérateur	0	0	1
rémunérer	0	0	1
gain	0	0	1
galant	0	0	1
galamment	0	0	1
geek	0	0	1
bijou	0	0	1
gemmes	0	0	1
perle	0	0	1
perle rare	0	0	1
générosité	0	0	1
généreusement	0	0	1
genial	0	0	1
génie	0	0	1
douce	0	0	1
doux	0	0	1
doué	0	0	1
content	0	0	1
réjouir	0	0	1
allégresse	0	0	1
glamour	0	0	1
allègre	0	0	1
joyeusement	0	0	1
lueur	0	0	1
scintillant	0	0	1
briller	0	0	1
luisant	0	0	1
paillette	0	0	1
glorifier	0	0	1
glorieux	0	0	1
glorieusement	0	0	1
gloire	0	0	1
rougeoyant	0	0	1
bon	0	0	1
beau	0	0	1
bonté	0	0	1
grâce	0	0	1
gracieux	0	0	1
gracieusement	0	0	1
gracieuse	0	0	1
grand	0	0	1
grandeur	0	0	1
gratitude	0	0	1
gratification	0	0	1
satisfait	0	0	1
gratifier	0	0	1
satisfaire	0	0	1
gratifiant	0	0	1
grin	0	0	1
garantir	0	0	1
innocent	0	0	1
sanctifié	0	0	1
maniable	0	0	1
grassement	0	0	1
pratique	0	0	1
bonheur	0	0	1
plus résistant	0	0	1
résistant	0	0	1
harmonieuse	0	0	1
harmonieux	0	0	1
harmonieusement	0	0	1
harmoniser	0	0	1
harmonie	0	0	1
progresser	0	0	1
sain	0	0	1
santé	0	0	1
donner du courage	0	0	1
donner le courage	0	0	1
sincère	0	0	1
chaleureusement	0	0	1
ciel	0	0	1
céleste	0	0	1
utile	0	0	1
aidant	0	0	1
héros	0	0	1
héroïque	0	0	1
héroïquement	0	0	1
héroïne	0	0	1
héroïser	0	0	1
heros	0	0	1
bonne qualité	0	0	1
mauvaise qualité	1	0	0
qualité moyenne	1	0	0
hilarant	0	0	1
hommage	0	0	1
honnête	0	0	1
honnêteté	0	0	1
honorer	0	0	1
honorable	0	0	1
honoré	0	0	1
honorant	0	0	1
espèrer	0	0	1
accueillant	0	0	1
étreindre	0	0	1
inhumain	1	0	0
humble	1	0	0
humour	0	0	1
humoristique	0	0	1
idéal	0	0	1
idéaliser	0	0	1
idéalement	0	0	1
idole	0	0	1
éclairant	0	0	1
illuminer	0	0	1
illustrer	0	0	1
immaculé	0	0	1
impeccablement	0	0	1
immense	0	0	1
impartial	0	0	1
impartialité	0	0	1
passionné	0	0	1
impressionner	0	0	1
impressionnant	0	0	1
améliorer	0	0	1
amélioré	0	0	1
incroyable	0	0	1
incroyablement	0	0	1
indulgence	0	0	1
indulgent	0	0	1
peu coûteux	0	0	1
très coûteux	1	0	0
infaillibilité	0	0	1
influent	0	0	1
ingénieux	0	0	1
ingénieusement	0	0	1
ingéniosité	0	0	1
ingénu	1	0	0
naif	1	0	0
naiveté	1	0	0
innovant	0	0	1
impressioné	0	0	1
perspicace	0	0	1
perspicacité	0	0	1
inspiration	0	0	1
inspirant	0	0	1
inspirer	0	0	1
instructif	0	0	1
intelligent	0	0	1
intelligence	0	0	1
intelligible	0	0	1
intéressant	0	0	1
intérêt	0	0	1
intimité	0	0	1
intime	0	0	1
intriguer	1	0	0
intrigant	1	0	0
curieusement	0	0	1
curieux	0	0	1
intuitif	0	0	1
invincible	0	0	1
inviolable	0	0	1
invulnérable	0	0	1
irrésistible	0	0	1
irrésistiblement	0	0	1
joie	0	0	1
jubilatoire	0	0	1
jubilation	0	0	1
jubiliant	0	0	1
judicieux	0	0	1
vivement	0	0	1
aimablement	0	0	1
connaisseur	0	0	1
grande capacité	0	0	1
somptueux	0	0	1
respecter la loi	0	0	1
légal	0	0	1
illégal	1	0	0
légalement	0	0	1
légèreté	0	0	1
libérer	0	0	1
libération	0	0	1
liberaté	0	0	1
sauveteur	0	0	1
sauver	0	0	1
aimé	0	0	1
aime	0	0	1
animer	0	0	1
faible coût	0	0	1
bas prix	0	0	1
bon prix	0	0	1
faible risque	0	0	1
loyauté	0	0	1
lucide	0	0	1
lucidement	0	0	1
plus de chance	0	0	1
chanceux	0	0	1
luxuriant	0	0	1
lustre	0	0	1
luxueux	0	0	1
luxueusement	0	0	1
lyrique	0	0	1
magique	0	0	1
magie	0	0	1
magnificence	0	0	1
magnifiquement	0	0	1
majestueux	0	0	1
majesté	0	0	1
gérable	0	0	1
merveilleux	0	0	1
merveilleuse	0	0	1
merveilleusement	0	0	1
maître	0	0	1
chef d'oeuvre	0	0	1
chef d'œuvre	0	0	1
maîtriser	0	0	1
inégalable	0	0	1
mûr	0	0	1
maturité	0	0	1
mature	0	0	1
significatif	0	0	1
mémorable	0	0	1
miséricordieux	0	0	1
merci	0	0	1
mériter	0	0	1
méritoire	0	0	1
gai	0	0	1
méticuleux	0	0	1
méticuleusement	0	0	1
puissance	0	0	1
puissant	0	0	1
hallucinant	0	0	1
miracle	0	0	1
miraculeux	0	0	1
miraculeusement	0	0	1
moderne	0	0	1
modernité	0	0	1
modeste	0	0	1
modestie	0	0	1
monumental	0	0	1
monumentalement	0	0	1
motiver	0	0	1
polyvalent	0	0	1
navigable	0	0	1
bien	0	0	1
noble	0	0	1
noblement	0	0	1
nouveauté	0	0	1
oasis	0	0	1
ouvertement	0	0	1
ouverture d'esprit	0	0	1
optimal	0	0	1
optimisme	0	0	1
optimiste	0	0	1
originalité	0	0	1
bien organisé	0	0	1
mal organisé	1	0	0
original	0	0	1
surperformer	0	0	1
surper	0	0	1
surperformant	0	0	1
performant	0	0	1
performance	0	0	1
sans douleur	0	0	1
indolore	0	0	1
panoramique	0	0	1
paradis	0	0	1
passion	0	0	1
passionnément	0	0	1
patience	0	0	1
patient	0	0	1
patiemment	0	0	1
patriote	0	0	1
patriotique	0	0	1
paix	0	0	1
pacifique	0	0	1
parfait	0	0	1
perfection	0	0	1
admissible	0	0	1
inadmissible	1	0	0
persévérance	0	0	1
persévérer	0	0	1
personnage	0	0	1
personnalisé	0	0	1
phénoménal	0	0	1
phénoménalement	0	0	1
pittoresque	0	0	1
piété	0	0	1
sommet	0	0	1
ludique	0	0	1
plaît	0	0	1
plaisir	0	0	1
atout	0	0	1
poétique	0	0	1
poignant	0	0	1
équilibre	0	0	1
poli	0	0	1
politesse	0	0	1
populaire	0	0	1
portable	0	0	1
positif	0	0	1
positivement	0	0	1
louange	0	0	1
louant	0	0	1
précieux	0	0	1
précisément	0	0	1
préfèrer	0	0	1
préférable	0	0	1
préférence	0	0	1
prestige	0	0	1
prestigieux	0	0	1
fierté	0	0	1
privilège	0	0	1
privilégié	0	0	1
sans problème	0	0	1
problème résolu	0	0	1
prodigieux	0	0	1
prodigieusement	0	0	1
prodige	0	0	1
productif	0	0	1
compétent	0	0	1
profond	0	0	1
profondément	0	0	1
progrès	0	0	1
progressif	0	0	1
prolifique	0	0	1
proéminence	0	0	1
promettant	0	0	1
prometteur	0	0	1
propice	0	0	1
prospérer	0	0	1
prospérité	0	0	1
prospère	0	0	1
protéger	0	0	1
protection	0	0	1
fier	0	0	1
prouesse	0	0	1
prudence	0	0	1
prudent	0	0	1
prudemment	0	0	1
ponctuel	0	0	1
pur	0	0	1
purifier	0	0	1
délibéré	0	0	1
tranquille	0	0	1
déplacé	1	0	0
rayonnant	0	0	1
ravissement	0	0	1
rationnel	0	0	1
lisible	0	0	1
aisément	0	0	1
raisonnable	0	0	1
raisonnablement	0	0	1
motivé	0	0	1
rassurer	0	0	1
réceptif	0	0	1
récupérer	0	0	1
recommander	0	0	1
recommandation	0	0	1
recommandé	0	0	1
réconcilier	0	0	1
réconciliation	0	0	1
rafraîchissement	0	0	1
rafraîchir	0	0	1
rafraîchissant	0	0	1
régal	0	0	1
régaler	0	0	1
royal	0	0	1
réjouissance	0	0	1
rajeunir	0	0	1
rajeuni	0	0	1
rajeunissement	0	0	1
soulagement	0	0	1
remède	0	0	1
rémission	0	0	1
réputation	0	0	1
bonne réputation	0	0	1
respectable	0	0	1
respectueux	0	0	1
respectueusement	0	0	1
resplendissant	0	0	1
responsable	0	0	1
irresponsable	1	0	0
répondre à mes besoins	0	0	1
répondre aux besoins	0	0	1
revitaliser	0	0	1
revivre	0	0	1
ravive	0	0	1
récompenser	0	0	1
richesse	0	0	1
plus riche	0	0	1
richement	0	0	1
droit	0	0	1
vertueusement	0	0	1
vertueux	0	0	1
justice	0	0	1
légitimement	0	0	1
légitime	0	0	1
juste titre	0	0	1
justesse	0	0	1
sans risque	0	0	1
sur	0	0	1
robuste	0	0	1
rock star	0	0	1
rockstar	0	0	1
romantique	0	0	1
romantiquement	0	0	1
romance	0	0	1
spacieuse	0	0	1
spacieux	0	0	1
rose	0	0	1
sécurité	0	0	1
insécurité	1	0	0
sage	0	0	1
salutaire	0	0	1
saluer	0	0	1
satisfaisant	0	0	1
sauveur	0	0	1
transparent	0	0	1
respect de soi	0	0	1
autosatisfaction	0	0	1
autosuffisance	0	0	1
autosuffisant	0	0	1
sensationnel	0	0	1
sensation	0	0	1
sensé	0	0	1
insensé	1	0	0
judicieusement	0	0	1
sensible	0	0	1
serein	0	0	1
sérénité	0	0	1
sexy	0	0	1
nette	0	0	1
net	0	0	1
simple	1	0	0
simpliste	1	0	0
simplifié	0	0	1
simplifier	0	0	1
sincérité	0	0	1
compétence	0	0	1
intelligemment	0	0	1
plus intelligent	0	0	1
sourire	0	0	1
souriant	0	0	1
lisser	0	0	1
lisse	0	0	1
adoucit	0	0	1
adoucir	0	0	1
douceur	0	0	1
sociable	0	0	1
sollicitude	0	0	1
solide	0	0	1
solidarité	0	0	1
apaiser	0	0	1
apaisant	0	0	1
sophistiqué	0	0	1
solidité	0	0	1
spectaculaire	0	0	1
spectaculairement	0	0	1
rapidement	0	0	1
splendide	0	0	1
splendeur	0	0	1
spontané	0	0	1
sportif	0	0	1
enjoué	0	0	1
stabilité	0	0	1
stabiliser	0	0	1
stable	0	0	1
inoxydable	0	0	1
fermeté	0	0	1
inébranlable	0	0	1
plus stable	0	0	1
constance	0	0	1
émouvant	0	0	1
stylisé	0	0	1
sublime	0	0	1
subventionner	0	0	1
réussir	0	0	1
réussi	0	0	1
succès	0	0	1
réussite	0	0	1
convenable	0	0	1
convenablement	0	0	1
somptueusement	0	0	1
somptuosité	0	0	1
super	0	0	1
superbement	0	0	1
supériorité	0	0	1
soutenir	0	0	1
partisan	0	0	1
soutenant	0	0	1
soutien	0	0	1
prend en charge	0	0	1
prise en charge	0	0	1
suprématie	0	0	1
suprême	0	0	1
suprêmement	0	0	1
survie	0	0	1
survivant	0	0	1
durabilité	0	0	1
sucré	0	0	1
gentiment	0	0	1
gentil	0	0	1
rapidité	0	0	1
talent	0	0	1
talentueux	0	0	1
alléchant	0	0	1
pas terrible	1	0	0
tenace	0	0	1
ténacité	0	0	1
tendre	0	0	1
tendrement	0	0	1
opportun	0	0	1
tolérable	0	0	1
tolérance	0	0	1
haut de gamme	0	0	1
haut niveau	0	0	1
dur	1	0	0
plus simple	0	0	1
tranquillité	0	0	1
trésor	0	0	1
énormément	0	0	1
triomphe	0	0	1
triomphant	0	0	1
triomphalement	0	0	1
trophée	0	0	1
fiabilité	0	0	1
digne de confiance	0	0	1
abus de confiance	1	0	0
véridique	0	0	1
véracité	0	0	1
imbattable	0	0	1
sans condition	0	0	1
intact	0	0	1
compréhensible	0	0	1
incontestable	0	0	1
indiscutable	0	0	1
indiscutablement	0	0	1
incontesté	0	0	1
sans équivoque	0	0	1
imperturbable	0	0	1
sans entraves	0	0	1
inoubliable	0	0	1
inégalé	0	0	1
libre	0	0	1
intéressé	1	0	0
évolutif	0	0	1
utilisable	0	0	1
inutilisable	1	0	0
convivial	0	0	1
personnalisable	0	0	1
personnaliser	0	0	1
vaillant	0	0	1
vaillamment	0	0	1
valeur	0	0	1
pas de valeur	1	0	0
divers	0	0	1
diverses	0	0	1
vertu	0	0	1
vérifiable	0	0	1
Véritable	0	0	1
polyvalence	0	0	1
victorieux	0	0	1
victoire	0	0	1
vigilance	0	0	1
vigilant	0	0	1
vivacité	0	0	1
vive	0	0	1
daigne	0	0	1
mépris	1	0	0
mépriser	1	0	0
dédaigner	1	0	0
dédain	1	0	0
réchauffer	0	0	1
chaleureux	0	0	1
chaleur	0	0	1
bienvenue	0	0	1
bienvenu	0	0	1
accueil	0	0	1
accueilir	0	0	1
bien accueilli	0	0	1
mal accueilli	1	0	0
bonne intention	0	0	1
bien être	0	0	1
bien informé	0	0	1
bien intentionné	0	0	1
bien fait	0	0	1
bien géré	0	0	1
bien positionné	0	0	1
bien reçu	0	0	1
grandiose	0	0	1
volonté	0	0	1
lauréat	0	0	1
gagnant	0	0	1
remporter	0	0	1
sagesse	0	0	1
comique	1	0	0
wow	0	0	1
woow	0	0	1
wooow	0	0	1
woooow	0	0	1
séduit	0	0	1
séduire	0	0	1
épater	0	0	1
yay	0	0	1
zeste	0	0	1
chouette	0	0	1
pas bien	1	0	0
pas mal	0	0	1
pas trop mal	0	0	1
bien situé	0	0	1
organisé	0	0	1
conciliant	0	0	1
trop bon	0	0	1
stylé	0	0	1
raffiné	0	0	1
bourgeois	0	0	1
familial	0	0	1
décontracté	0	0	1
très bon	0	0	1
soigné	0	0	1
particulièrement soigné	0	0	1
réalisme	0	0	1
point positif	0	0	1
seul bémol	1	0	0
maitrise	0	0	1
grande qualité	0	0	1
qualité	0	0	1
ambiance	0	0	1
innover	0	0	1
fluide	0	0	1
amour	0	0	1
bon rapport	0	0	1
bon compromis	0	0	1
rien à redire	0	0	1
rien à signaler	0	0	1
rien à reprocher	0	0	1
luxe	0	0	1
petit prix	0	0	1
art	0	0	1
offre	0	0	1
offrir	0	0	1
cadeau	0	0	1
nombreuses possibilités	0	0	1
lumière	0	0	1
bon investissement	0	0	1
savoir faire	0	0	1
longue longévité	0	0	1
poésie	0	0	1
pur bonheur	0	0	1
pas méchant	0	0	1
bien pensé	0	0	1
déchirer	1	0	0
vif	0	0	1
viable	0	0	1
fan	0	0	1
pas fan	1	0	0
implacable	1	0	0
fashion	0	0	1
égal	0	0	1
égalité	0	0	1
fraternité	0	0	1
arriver premier	0	0	1
solidaire	0	0	1
ambition	0	0	1
bonne nouvelle	0	0	1
vrai	0	0	1
présent	0	0	1
présence	0	0	1
constant	0	0	1
homogène	0	0	1
coeur	0	0	1
soulager	0	0	1
number one	0	0	1
grace	0	0	1
variés	0	0	1
grand plaisir	0	0	1
modèle réussi	0	0	1
divertissement	0	0	1
anormal	1	0	0
abolir	1	0	0
avorter	1	0	0
annuler	1	0	0
abominable	1	0	0
horrible	1	0	0
abominablement	1	0	0
abominer	1	0	0
abomination	1	0	0
abandonner	1	0	0
avorté	1	0	0
avorte	1	0	0
brusque	1	0	0
brusquement	1	0	0
prendre la fuite	1	0	0
pris la fuite	1	0	0
absence	1	0	0
absent	1	0	0
absurde	1	0	0
absurdité	1	0	0
absurdement	1	0	0
abus	1	0	0
abuser	1	0	0
abusif	1	0	0
épouvantable	1	0	0
abîmer	1	0	0
accidentel	1	0	0
maudit	1	0	0
accusation	1	0	0
accusations	1	0	0
accuser	1	0	0
accuse	1	0	0
accusant	1	0	0
accusateur	1	0	0
agiter	1	0	0
troubler	1	0	0
saccager	1	0	0
piquant	1	0	0
amer	1	0	0
aigre	1	0	0
acide	1	0	0
affreux	1	0	0
sauvage	1	0	0
atroce	1	0	0
grossier	1	0	0
antipathique	1	0	0
acerbe	1	0	0
mal	1	0	0
faisait mal	1	0	0
fait mal	1	0	0
faire mal	1	0	0
douleur	1	0	0
douloureux	1	0	0
âcre	1	0	0
acrimonieux	1	0	0
acrimonie	1	0	0
toxicomane	1	0	0
toxicomanie	1	0	0
intoxiqué	1	0	0
intoxication	1	0	0
intox	1	0	0
averti	1	0	0
avertir	1	0	0
avertissement	1	0	0
falsifier	1	0	0
contrefaire	1	0	0
frelaté	1	0	0
falsification	1	0	0
adultère	1	0	0
contradictoire	1	0	0
adversaire	1	0	0
négatif	1	0	0
adversité	1	0	0
affliger	1	0	0
attrister	1	0	0
chagriner	1	0	0
chagrin	1	0	0
injurier	1	0	0
rendre triste	1	0	0
rendu triste	1	0	0
peine	1	0	0
mal de tristesse	1	0	0
plaie	1	0	0
crise	1	0	0
malheur	1	0	0
tribulation	1	0	0
peur	1	0	0
aggraver	1	0	0
aggravant	1	0	0
aggravation	1	0	0
agression	1	0	0
agressif	1	0	0
agressivité	1	0	0
agresseur	1	0	0
lésée	1	0	0
atterré	1	0	0
agonie	1	0	0
tourmente	1	0	0
angoissant	1	0	0
échoué	1	0	0
échec	1	0	0
en difficulté	1	0	0
difficulté	1	0	0
difficile	1	0	0
maladie	1	0	0
sans but	1	0	0
sans rien	1	0	0
perdre	1	0	0
perdu	1	0	0
tout perdu	1	0	0
alarme	1	0	0
alarmant	1	0	0
aliéner	1	0	0
aliéné	1	0	0
fou	1	0	0
furieux	1	0	0
fou furieux	1	0	0
aliénation	1	0	0
allégation	1	0	0
alléguer	1	0	0
allergique	1	0	0
allergie	1	0	0
altercation	1	0	0
querelle	1	0	0
bagarre	1	0	0
dispute	1	0	0
chamaillerie	1	0	0
prise de bec	1	0	0
langue de bois	1	0	0
langue du bois	1	0	0
ambiguïté	1	0	0
ambigu	1	0	0
hésitation	1	0	0
hésiter	1	0	0
travers	1	0	0
ambivalence	1	0	0
ambivalent	1	0	0
embuscade	1	0	0
amputer	1	0	0
anarchisme	1	0	0
anarchiste	1	0	0
anarchique	1	0	0
anarchie	1	0	0
anémique	1	0	0
anémie	1	0	0
colère	1	0	0
avec colère	1	0	0
angoisse	1	0	0
animosité	1	0	0
hostile	1	0	0
hostilité	1	0	0
agacer	1	0	0
ennui	1	0	0
désagrément	1	0	0
ennuyé	1	0	0
ennuyeux	1	0	0
fâcheux	1	0	0
fâcher	1	0	0
anomalie	1	0	0
antagonisme	1	0	0
antagoniste	1	0	0
contrarier	1	0	0
racisme	1	0	0
raciste	1	0	0
anti sémite	1	0	0
anti blanc	1	0	0
antipathie	1	0	0
paradoxal	1	0	0
paradoxe	1	0	0
inquiétude	1	0	0
anxiété	1	0	0
anxieux	1	0	0
apathique	1	0	0
apathie	1	0	0
apocalypse	1	0	0
apocalyptique	1	0	0
épouvanter	1	0	0
épouvantail	1	0	0
consterné	1	0	0
appréhension	1	0	0
inquiet	1	0	0
totalitaire	1	0	0
archaïque	1	0	0
ardu	1	0	0
aigu	1	0	0
rude	1	0	0
draconien	1	0	0
opaque	1	0	0
arrogance	1	0	0
arrogant	1	0	0
honteux	1	0	0
idiot	1	0	0
méfiance	1	0	0
noircir	1	0	0
saler	1	0	0
sale	1	0	0
attaquer	1	0	0
assassin	1	0	0
assassiner	1	0	0
assaut	1	0	0
égaré	1	0	0
tromper	1	0	0
impossible	1	0	0
flagrant	1	0	0
grave	1	0	0
laide	1	0	0
brut	1	0	0
effrayant	1	0	0
sang	1	0	0
brutal	1	0	0
barbare	1	0	0
atrocité	1	0	0
attaque	1	0	0
audace	1	0	0
sombre	1	0	0
fanatique	1	0	0
boudeur	1	0	0
autoritaire	1	0	0
autocrate	1	0	0
autocratique	1	0	0
avalanche	1	0	0
